1133095,1133095|2020-11-16|2020-11-19,2-5,NA,NA,NA,0,1,0,1,Not_Available
11366029,11366029|2020-10-19|2020-12-22,>60,NA,NA,NA,0,1,0,1,Not_Available
11371765,11371765|2020-10-20|2020-11-20,31-60,Leisure,>5000,NA,0,2,0,1,very_low
1138242,1138242|2020-10-20|2020-11-21,31-60,Business,2001-5000,NA,0,1,0,1,very_low
11389881,11389881|2020-10-20|2020-12-07,31-60,Leisure,>5000,NA,0,2,0,1,high
11415699,11415699|2020-10-20|2020-11-19,11-30,NA,NA,NA,0,2,0,1,Not_Available
11417459,11417459|2020-10-19|2020-12-25,>60,Leisure,2001-5000,NA,0,1,0,1,very_low
1141,1141|2020-11-05|2020-12-20,31-60,NA,NA,NA,0,1,0,1,very_low
11454169,11454169|2020-10-19|2020-12-14,31-60,Leisure,>5000,NA,0,2,0,1,mid
11476429,11476429|2020-10-20|2020-12-01,31-60,NA,NA,NA,0,1,0,1,very_high
11525913,11525913|2020-11-02|2020-12-29,31-60,NA,NA,NA,0,1,0,1,very_low
11525913,11525913|2020-11-16|2020-12-26,31-60,NA,NA,NA,0,2,0,2,very_low
11555545,11555545|2020-11-16|2020-11-19,2-5,NA,NA,NA,0,2,0,2,Not_Available
11571791,11571791|2020-10-20|2020-12-17,31-60,Leisure,>5000,NA,0,1,0,1,Not_Available
11602825,11602825|2020-11-09|2020-12-19,31-60,NA,NA,NA,0,1,0,1,very_high
11602825,11602825|2020-11-16|2020-12-16,11-30,NA,NA,NA,0,1,0,1,very_high
1161752,1161752|2020-10-30|2020-11-21,11-30,NA,NA,NA,0,1,0,1,very_low
11622499,11622499|2020-10-24|2020-11-24,31-60,NA,NA,NA,0,1,0,1,very_low
11636701,11636701|2020-10-28|2020-11-26,11-30,NA,NA,NA,0,1,0,1,very_high
11661967,11661967|2020-11-13|2020-11-27,11-30,Business,2001-5000,NA,0,1,0,1,very_low
1169270,1169270|2020-11-04|2021-01-29,>60,NA,NA,NA,0,1,0,1,mid
11699709,11699709|2020-10-19|2021-09-10,>60,NA,NA,NA,0,2,0,1,very_low
11728889,11728889|2020-11-06|2020-12-14,31-60,NA,NA,NA,0,1,0,1,very_low
11738553,11738553|2020-11-04|2020-12-20,31-60,NA,NA,NA,0,1,0,1,very_high
1180436,1180436|2020-10-20|2020-11-21,31-60,Business,1001-2000,NA,0,1,0,1,very_low
11804873,11804873|2020-10-19|2020-12-24,>60,NA,>5000,NA,0,1,0,1,mid
11806625,11806625|2020-10-19|2020-12-11,31-60,Leisure,>5000,NA,0,1,0,1,very_low
118082,118082|2020-10-20|2020-11-18,11-30,Leisure,>5000,NA,0,1,0,1,Not_Available
1181644,1181644|2020-10-19|2020-12-01,31-60,Leisure,>5000,NA,0,1,0,1,very_low
11851675,11851675|2020-10-23|2020-12-04,31-60,NA,NA,NA,0,3,0,1,low
11866087,11866087|2020-10-19|2020-12-25,>60,NA,NA,NA,0,1,0,1,very_high
1186655,1186655|2020-10-20|2021-02-03,>60,Leisure,2001-5000,NA,0,1,0,1,mid
11879577,11879577|2020-11-09|2020-12-26,31-60,NA,NA,NA,0,1,0,1,very_high
11885755,11885755|2020-11-12|2020-11-29,11-30,NA,NA,NA,0,5,0,2,very_high
1188602,1188602|2020-11-09|2020-12-07,11-30,NA,NA,NA,0,1,0,1,very_low
1191991,1191991|2020-10-19|2021-02-18,>60,NA,NA,NA,0,3,0,1,very_low
1191991,1191991|2020-10-19|2021-02-21,>60,NA,NA,NA,0,1,0,1,very_low
11967939,11967939|2020-11-05|2020-12-24,31-60,NA,NA,NA,0,1,0,1,very_low
11967939,11967939|2020-11-15|2020-12-04,11-30,NA,NA,NA,0,1,0,1,very_low
11967939,11967939|2020-11-15|2020-12-05,11-30,NA,NA,NA,0,1,0,1,very_low
119811,119811|2020-10-19|2020-11-19,31-60,NA,NA,NA,0,2,0,1,very_low
12026113,12026113|2020-10-20|2021-02-02,>60,Leisure,2001-5000,NA,0,1,0,1,high
12031671,12031671|2020-10-30|2020-12-11,31-60,NA,NA,NA,0,2,0,1,low
10011665,10011665|2020-10-22|2021-03-13,>60,NA,NA,NA,0,1,0,1,very_low
10043283,10043283|2020-10-19|2021-01-22,>60,Business,2001-5000,NA,0,1,0,1,low
1005571,1005571|2020-10-22|2020-12-15,31-60,NA,NA,NA,0,1,0,1,very_low
1008039,1008039|2020-11-10|2020-12-16,31-60,NA,NA,NA,0,1,0,1,very_low
10081585,10081585|2020-11-12|2020-11-22,6-10,NA,NA,NA,0,4,0,2,very_low
1008463,1008463|2020-10-19|2020-11-23,31-60,Leisure,>5000,NA,0,1,0,1,very_low
100971,100971|2020-11-17|2020-11-18,1,Leisure,2001-5000,NA,1,1,0,0,mid
10106939,10106939|2020-11-16|2020-11-19,2-5,NA,NA,NA,0,1,0,1,very_high
1015498,1015498|2020-10-20|2020-12-07,31-60,Leisure,2001-5000,NA,0,2,0,1,Not_Available
10258633,10258633|2020-10-29|2021-02-09,>60,NA,NA,NA,0,1,0,1,very_low
10262443,10262443|2020-11-14|2020-12-24,31-60,NA,NA,NA,0,1,0,1,very_high
10283061,10283061|2020-11-03|2020-11-20,11-30,NA,NA,NA,0,1,0,1,very_low
1029905,1029905|2020-10-25|2020-12-04,31-60,NA,NA,NA,0,2,0,1,high
1029920,1029920|2020-10-19|2021-01-01,>60,Leisure,2001-5000,NA,0,1,0,1,very_low
1034297,1034297|2020-11-03|2020-11-28,11-30,NA,NA,NA,0,1,0,1,very_high
10345425,10345425|2020-11-11|2020-11-20,6-10,NA,NA,NA,0,1,0,1,very_low
10383595,10383595|2020-10-19|2020-12-18,31-60,Leisure,>5000,NA,0,1,0,1,very_low
10406447,10406447|2020-10-19|2020-12-28,>60,NA,NA,NA,0,2,0,1,very_high
10465831,10465831|2020-10-19|2020-12-03,31-60,NA,>5000,NA,0,1,0,1,very_low
1046989,1046989|2020-10-20|2020-12-08,31-60,Leisure,1001-2000,NA,0,1,0,1,mid
10488653,10488653|2020-10-20|2020-11-27,31-60,Leisure,>5000,NA,0,1,0,1,very_low
1049606,1049606|2020-11-06|2020-11-21,11-30,NA,NA,NA,0,1,0,1,high
10557953,10557953|2020-10-29|2020-12-31,>60,NA,NA,NA,0,1,0,1,very_low
1059006,1059006|2020-10-27|2020-11-18,11-30,NA,NA,NA,0,1,0,1,very_high
10607663,10607663|2020-10-19|2020-12-05,31-60,Leisure,2001-5000,NA,0,2,0,1,very_low
1064596,1064596|2020-10-19|2020-12-12,31-60,Leisure,2001-5000,NA,0,1,0,1,Not_Available
10649895,10649895|2020-11-02|2020-11-20,11-30,NA,NA,NA,0,1,0,1,very_low
10663859,10663859|2020-10-19|2020-12-26,>60,Leisure,0-1000,NA,0,1,0,1,very_low
10703779,10703779|2020-11-01|2020-11-23,11-30,NA,NA,NA,0,2,0,1,very_high
10703779,10703779|2020-11-03|2020-11-21,11-30,NA,NA,NA,0,1,0,1,very_high
10763813,10763813|2020-10-19|2020-12-04,31-60,NA,NA,NA,0,1,0,1,very_low
10766201,10766201|2020-11-17|2020-12-02,11-30,NA,NA,NA,0,1,0,1,very_high
10768181,10768181|2020-10-19|2021-01-05,>60,NA,NA,NA,0,1,0,1,Not_Available
10003459,10003459|2020-11-10|2020-12-18,31-60,NA,NA,NA,0,1,0,1,very_low
10011665,10011665|2020-10-19|2020-12-20,>60,Leisure,2001-5000,NA,0,9,0,1,very_low
10070129,10070129|2020-10-20|2020-12-10,31-60,Leisure,>5000,NA,0,3,0,1,Not_Available
10105239,10105239|2020-11-12|2020-11-26,11-30,NA,NA,NA,0,1,0,1,very_low
10232383,10232383|2020-11-09|2020-11-20,11-30,NA,NA,NA,0,2,0,1,very_high
10392043,10392043|2020-11-14|2020-11-21,6-10,NA,NA,NA,0,1,0,1,Not_Available
10406613,10406613|2020-10-26|2020-12-05,31-60,NA,NA,NA,0,1,0,1,very_high
10432611,10432611|2020-10-21|2020-12-12,31-60,NA,NA,NA,0,1,0,1,very_low
104648,104648|2020-10-22|2020-11-30,31-60,NA,NA,NA,0,5,0,5,Not_Available
10518593,10518593|2020-10-20|2020-12-18,31-60,Business,>5000,NA,0,1,0,1,very_low
105422,105422|2020-11-07|2020-12-27,31-60,Leisure,>5000,NA,1,1,0,0,Not_Available
1056565,1056565|2020-11-10|2020-12-24,31-60,NA,NA,NA,0,1,0,1,very_high
10573853,10573853|2020-10-20|2020-12-12,31-60,NA,NA,NA,0,1,0,1,high
1057479,1057479|2020-11-08|2020-12-30,31-60,NA,NA,NA,0,1,0,1,very_high
10585235,10585235|2020-10-20|2020-11-19,11-30,Leisure,>5000,NA,0,1,0,1,very_high
10604163,10604163|2020-11-02|2020-12-10,31-60,NA,NA,NA,0,1,0,1,very_high
10646907,10646907|2020-10-20|2020-12-24,>60,Leisure,>5000,NA,0,1,0,1,very_high
106622,106622|2020-11-16|2020-11-21,2-5,Leisure,>5000,NA,1,1,0,0,Not_Available
10685013,10685013|2020-11-11|2020-11-18,6-10,NA,NA,NA,0,1,0,1,
10687255,10687255|2020-10-20|2020-11-25,31-60,Leisure,>5000,NA,0,1,0,1,very_low
10707641,10707641|2020-10-19|2020-11-23,31-60,Leisure,1001-2000,NA,0,1,0,1,very_low
10766201,10766201|2020-11-16|2020-12-07,11-30,NA,NA,NA,0,1,0,1,very_high
10820459,10820459|2020-10-20|2020-12-12,31-60,Business,>5000,NA,0,1,0,1,very_low
10825949,10825949|2020-10-19|2020-11-21,31-60,Leisure,2001-5000,NA,0,1,0,1,very_high
1084112,1084112|2020-10-19|2020-11-18,11-30,Leisure,2001-5000,NA,0,1,0,1,very_low
1084112,1084112|2020-10-19|2020-12-11,31-60,Leisure,>5000,NA,0,2,0,1,very_low
10852251,10852251|2020-11-07|2020-12-08,31-60,NA,NA,NA,0,1,0,1,very_low
1089826,1089826|2020-11-18|2020-12-31,31-60,NA,NA,NA,0,1,0,1,very_high
10936341,10936341|2020-11-12|2020-11-22,6-10,NA,NA,NA,0,1,0,1,very_low
1096413,1096413|2020-11-15|2020-12-03,11-30,NA,NA,NA,0,3,0,3,very_high
1096413,1096413|2020-11-18|2020-12-03,11-30,NA,NA,NA,0,1,0,1,very_high
10984115,10984115|2020-10-20|2020-12-10,31-60,Business,1001-2000,NA,0,1,0,1,Not_Available
10984591,10984591|2020-10-19|2020-12-08,31-60,Business,1001-2000,NA,0,1,0,1,high
10992177,10992177|2020-11-16|2020-11-18,2-5,NA,NA,NA,0,3,0,1,Not_Available
11040199,11040199|2020-10-23|2020-11-18,11-30,NA,NA,NA,0,1,0,1,high
1105388,1105388|2020-10-19|2020-12-26,>60,Leisure,>5000,NA,0,1,0,1,very_low
11058165,11058165|2020-10-19|2020-11-18,11-30,Business,>5000,NA,0,1,0,1,Not_Available
11136413,11136413|2020-11-11|2020-12-20,31-60,NA,NA,NA,0,1,0,1,very_low
1114061,1114061|2020-10-26|2020-12-04,31-60,NA,NA,NA,0,1,0,1,very_low
11146795,11146795|2020-10-29|2020-12-11,31-60,NA,NA,NA,0,2,0,1,very_low
11187653,11187653|2020-11-16|2020-11-20,2-5,NA,NA,NA,0,1,0,1,low
11202999,11202999|2020-10-29|2020-12-25,31-60,NA,NA,NA,0,8,0,8,very_high
11223683,11223683|2020-10-19|2020-12-31,>60,Leisure,>5000,NA,0,1,0,1,low
11286293,11286293|2020-10-19|2021-01-25,>60,Business,>5000,NA,0,2,0,1,very_low
11304107,11304107|2020-10-19|2020-12-10,31-60,Leisure,>5000,NA,0,1,0,1,Not_Available
1130458,1130458|2020-11-11|2020-11-18,6-10,NA,NA,NA,0,1,0,1,high
11310529,11310529|2020-11-16|2020-12-27,31-60,NA,NA,NA,0,1,0,1,very_high
11327885,11327885|2020-11-12|2020-11-19,6-10,NA,NA,NA,0,1,0,1,very_low
11330235,11330235|2020-10-25|2020-12-29,>60,NA,NA,NA,0,1,0,1,very_high
11361347,11361347|2020-10-27|2021-02-01,>60,NA,NA,NA,0,2,0,2,very_high
11388531,11388531|2020-10-19|2020-12-03,31-60,Leisure,>5000,NA,0,1,0,1,very_low
11392803,11392803|2020-11-17|2020-11-29,11-30,NA,NA,NA,0,1,0,1,very_low
1144684,1144684|2020-11-09|2020-12-10,31-60,NA,NA,NA,0,1,0,1,very_low
11451221,11451221|2020-10-19|2021-01-23,>60,NA,NA,NA,0,1,0,1,very_low
1146177,1146177|2020-10-19|2021-01-03,>60,Leisure,>5000,NA,0,1,0,1,very_high
1148186,1148186|2020-10-19|2020-12-26,>60,NA,NA,NA,0,1,0,1,high
11484857,11484857|2020-11-11|2020-11-18,6-10,NA,NA,NA,0,2,0,2,very_low
11492767,11492767|2020-10-30|2020-11-20,11-30,NA,NA,NA,0,2,0,2,very_low
1151207,1151207|2020-10-20|2021-01-18,>60,Business,>5000,NA,0,1,0,1,very_low
11521247,11521247|2020-11-09|2020-11-28,11-30,NA,NA,NA,0,1,0,1,Not_Available
11525913,11525913|2020-10-21|2020-12-26,>60,NA,NA,NA,0,1,0,1,very_low
11525913,11525913|2020-10-25|2020-12-29,>60,NA,NA,NA,0,3,0,3,very_low
11525913,11525913|2020-10-28|2020-12-31,>60,NA,NA,NA,0,1,0,1,very_low
11525913,11525913|2020-10-30|2020-12-29,31-60,NA,NA,NA,0,1,0,1,very_low
11525913,11525913|2020-11-02|2020-12-30,31-60,NA,NA,NA,0,1,0,1,very_low
11525913,11525913|2020-11-06|2021-01-03,31-60,NA,NA,NA,0,1,0,1,very_low
11548613,11548613|2020-10-20|2021-02-01,>60,Business,1001-2000,NA,0,1,0,1,very_low
11555917,11555917|2020-10-28|2020-12-01,31-60,NA,NA,NA,0,1,0,1,very_low
11576923,11576923|2020-10-20|2020-12-14,31-60,Business,2001-5000,NA,0,1,0,1,Not_Available
1158764,1158764|2020-10-27|2020-12-01,31-60,NA,NA,NA,0,1,0,1,very_high
11602825,11602825|2020-11-02|2020-12-25,31-60,NA,NA,NA,0,2,0,2,very_high
11631047,11631047|2020-11-11|2020-12-10,11-30,NA,NA,NA,0,1,0,1,very_high
11642617,11642617|2020-10-25|2020-12-02,31-60,NA,NA,NA,0,1,0,1,high
1164685,1164685|2020-10-24|2020-11-29,31-60,NA,NA,NA,0,1,0,1,very_low
11660855,11660855|2020-11-17|2020-11-19,2-5,NA,NA,NA,0,2,0,1,Not_Available
1166283,1166283|2020-10-20|2020-12-09,31-60,Business,2001-5000,NA,0,1,0,1,high
11669813,11669813|2020-10-20|2020-11-22,31-60,Leisure,>5000,NA,0,1,0,1,high
11691427,11691427|2020-11-16|2020-11-22,6-10,NA,NA,NA,0,1,0,1,very_low
1171693,1171693|2020-11-16|2020-12-11,11-30,NA,NA,NA,0,1,0,1,very_low
11753839,11753839|2020-11-14|2020-11-30,11-30,NA,NA,NA,0,1,0,1,Not_Available
11841413,11841413|2020-10-20|2020-11-28,31-60,Leisure,2001-5000,NA,0,2,0,1,Not_Available
11847659,11847659|2020-10-19|2020-11-19,31-60,Leisure,>5000,NA,0,1,0,1,very_low
1188602,1188602|2020-11-07|2020-12-07,11-30,NA,NA,NA,0,1,0,1,very_low
1189522,1189522|2020-11-06|2020-11-21,11-30,NA,NA,NA,0,2,0,2,mid
11896291,11896291|2020-11-10|2020-12-30,31-60,NA,NA,NA,0,1,0,1,very_high
1190365,1190365|2020-10-29|2020-12-11,31-60,NA,NA,NA,0,1,0,1,very_low
1190365,1190365|2020-11-03|2020-12-30,31-60,NA,NA,NA,0,2,0,1,very_low
11923141,11923141|2020-10-25|2020-11-20,11-30,Leisure,1001-2000,NA,0,1,0,1,Not_Available
11939887,11939887|2020-11-11|2020-12-08,11-30,NA,NA,NA,0,1,0,1,very_low
11939887,11939887|2020-11-11|2020-12-09,11-30,NA,NA,NA,0,1,0,1,very_low
11967939,11967939|2020-10-22|2020-11-18,11-30,NA,NA,NA,0,2,0,1,very_low
11967939,11967939|2020-11-02|2020-12-23,31-60,NA,NA,NA,0,2,0,2,very_low
11967939,11967939|2020-11-11|2020-12-06,11-30,NA,NA,NA,0,1,0,1,very_low
11984363,11984363|2020-11-12|2020-11-23,11-30,NA,NA,NA,0,2,0,1,very_low
12007147,12007147|2020-11-11|2020-11-18,6-10,NA,NA,NA,0,1,0,1,very_low
12057107,12057107|2020-10-19|2020-12-14,31-60,Leisure,2001-5000,NA,0,1,0,1,Not_Available
12076475,12076475|2020-11-08|2020-12-03,11-30,NA,NA,NA,0,3,0,2,very_high
12101591,12101591|2020-10-19|2020-11-30,31-60,Leisure,2001-5000,NA,0,1,0,1,very_low
1213575,1213575|2020-10-22|2020-12-08,31-60,NA,NA,NA,0,1,0,1,very_low
120466,120466|2020-11-07|2020-11-20,11-30,NA,NA,NA,0,1,0,1,very_low
120466,120466|2020-11-09|2020-11-19,6-10,NA,NA,NA,0,1,0,1,very_low
12078105,12078105|2020-11-09|2020-11-27,11-30,NA,NA,NA,0,2,0,1,very_low
1213575,1213575|2020-10-29|2021-02-16,>60,NA,NA,NA,0,1,0,1,very_low
12173251,12173251|2020-11-16|2020-11-18,2-5,NA,NA,NA,0,2,0,1,Not_Available
1221155,1221155|2020-11-13|2020-11-18,2-5,NA,NA,NA,0,1,0,1,high
1221287,1221287|2020-11-03|2020-12-07,31-60,NA,NA,NA,0,1,0,1,very_low
12233713,12233713|2020-10-19|2020-12-25,>60,Leisure,1001-2000,NA,0,2,0,1,very_low
12250463,12250463|2020-11-12|2020-12-24,31-60,NA,NA,NA,0,2,0,1,very_low
12262673,12262673|2020-10-28|2020-11-28,31-60,NA,NA,NA,0,3,0,3,Not_Available
12265521,12265521|2020-10-19|2020-12-07,31-60,NA,NA,NA,0,1,0,1,very_low
12265521,12265521|2020-10-20|2020-11-23,31-60,NA,NA,NA,0,1,0,1,very_low
12271807,12271807|2020-10-19|2020-12-11,31-60,Leisure,>5000,NA,0,1,0,1,mid
12273607,12273607|2020-11-12|2020-11-19,6-10,NA,NA,NA,0,1,0,1,very_low
1227663,1227663|2020-10-20|2020-11-21,31-60,Leisure,>5000,NA,0,2,0,1,mid
12336625,12336625|2020-11-18|2020-11-19,1,NA,NA,NA,0,1,0,1,very_low
1234384,1234384|2020-11-17|2020-11-29,11-30,NA,NA,NA,0,1,0,1,very_low
12353719,12353719|2020-11-08|2020-12-03,11-30,NA,NA,NA,0,2,0,1,very_high
12354149,12354149|2020-10-20|2020-11-29,31-60,Leisure,>5000,NA,0,1,0,1,very_high
12354149,12354149|2020-11-18|2020-12-01,11-30,NA,NA,NA,0,1,0,1,very_high
12413839,12413839|2020-11-15|2020-12-14,11-30,NA,NA,NA,0,1,0,1,Not_Available
12424991,12424991|2020-11-17|2020-11-21,2-5,NA,NA,NA,0,1,0,1,very_low
1243449,1243449|2020-10-20|2020-11-18,11-30,NA,NA,NA,0,1,0,1,very_low
12437435,12437435|2020-10-20|2020-12-24,>60,Leisure,>5000,NA,0,1,0,1,very_low
1247097,1247097|2020-11-05|2020-11-20,11-30,NA,NA,NA,0,1,0,1,very_high
1247097,1247097|2020-11-08|2020-12-04,11-30,NA,NA,NA,0,1,0,1,very_high
12483399,12483399|2020-10-19|2020-11-19,31-60,Leisure,>5000,NA,0,1,0,1,Not_Available
1249128,1249128|2020-11-13|2020-11-19,6-10,NA,NA,NA,0,1,0,1,Not_Available
1249927,1249927|2020-10-28|2020-11-24,11-30,NA,NA,NA,0,1,0,1,very_low
1250812,1250812|2020-11-17|2020-12-09,11-30,NA,NA,NA,0,2,0,1,very_high
12517593,12517593|2020-11-06|2021-01-07,>60,NA,NA,NA,0,1,0,1,very_low
12573085,12573085|2020-10-19|2020-11-27,31-60,Leisure,2001-5000,NA,0,1,0,1,Not_Available
1259248,1259248|2020-11-16|2020-12-02,11-30,NA,NA,NA,0,1,0,1,very_high
1260314,1260314|2020-11-13|2020-11-28,11-30,NA,NA,NA,0,1,0,1,very_high
12624303,12624303|2020-11-05|2020-11-25,11-30,Leisure,>5000,NA,0,1,0,1,Not_Available
12658377,12658377|2020-10-19|2020-12-10,31-60,Leisure,2001-5000,NA,0,1,0,1,high
1265856,1265856|2020-10-20|2020-11-25,31-60,NA,NA,NA,0,1,0,1,high
12676233,12676233|2020-11-10|2020-11-20,6-10,NA,NA,NA,0,1,0,1,mid
12684773,12684773|2020-11-03|2020-12-07,31-60,NA,NA,NA,0,2,0,2,high
12690847,12690847|2020-10-20|2020-11-27,31-60,Business,0-1000,NA,0,1,0,1,very_low
12710173,12710173|2020-10-31|2020-11-27,11-30,NA,NA,NA,0,1,0,1,very_high
12733021,12733021|2020-10-20|2020-11-27,31-60,Leisure,NA,NA,0,1,0,1,very_low
1274153,1274153|2020-11-12|2020-12-25,31-60,NA,NA,NA,0,1,0,1,very_high
12836821,12836821|2020-11-11|2020-11-18,6-10,NA,NA,NA,0,1,0,1,very_low
12857469,12857469|2020-11-18|2020-11-27,6-10,NA,NA,NA,0,1,0,1,very_low
12864625,12864625|2020-11-09|2020-11-19,6-10,NA,NA,NA,0,1,0,1,low
12864625,12864625|2020-11-09|2020-11-20,11-30,NA,NA,NA,0,2,0,2,low
1291396,1291396|2020-11-02|2020-12-18,31-60,NA,NA,NA,0,2,0,1,low
1291396,1291396|2020-11-06|2020-12-17,31-60,NA,NA,NA,0,1,0,1,low
1291396,1291396|2020-11-18|2020-12-18,11-30,NA,NA,NA,0,1,0,1,low
129184,129184|2020-11-15|2020-11-19,2-5,NA,NA,NA,0,1,0,1,Not_Available
1298224,1298224|2020-11-17|2020-12-18,31-60,NA,NA,NA,0,1,0,1,Not_Available
13030221,13030221|2020-11-14|2020-12-29,31-60,NA,NA,NA,0,1,0,1,very_low
13060117,13060117|2020-10-20|2020-12-12,31-60,Leisure,>5000,NA,0,1,0,1,very_low
13082817,13082817|2020-10-23|2020-12-28,>60,NA,NA,NA,0,1,0,1,Not_Available
1311289,1311289|2020-10-28|2020-11-26,11-30,NA,NA,NA,0,1,0,1,very_low
13145537,13145537|2020-10-26|2020-11-20,11-30,NA,NA,NA,0,1,0,1,mid
1314726,1314726|2020-11-17|2020-12-21,31-60,NA,NA,NA,0,1,0,1,Not_Available
13192859,13192859|2020-11-03|2020-12-08,31-60,NA,NA,NA,0,1,0,1,Not_Available
13210171,13210171|2020-10-20|2020-12-09,31-60,Business,2001-5000,NA,0,1,0,1,low
13232247,13232247|2020-11-02|2020-12-19,31-60,NA,NA,NA,0,1,0,1,very_low
