HotelName,City,CityID,HotelID
The Robe Hotel,Sullivan's Island,f899a266-08d4-4210-b177-a39743966629,a0a99f31-80d3-499d-8a4f-17eaf1141bd3
Hotel City Lake,Sullivan's Island,f899a266-08d4-4210-b177-a39743966629,61a0f263-72c2-4487-8efd-bad5c36863f7
The Pink Sheet,Sullivan's Island,f899a266-08d4-4210-b177-a39743966629,d94f62b0-9904-4aed-9af3-54de147f2e96
Carpe Diem,Sullivan's Island,f899a266-08d4-4210-b177-a39743966629,f5dd84ce-c7bd-46f9-a444-d3610bb51ac6
Palm Woods,Sachse,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,c06f1ad6-6fc7-4c3d-810a-559037d5c8a6
The Robe Hotel,Sachse,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,7d4a01eb-a959-425b-afe3-398d634265ab
Hotel City Lake,Sachse,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,02fa37a5-d694-470b-b29c-7d7ab92d7dd9
The Pink Sheet,Sachse,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,07cb17b9-ef03-4fe4-b4a8-6ca06ce655e5
Carpe Diem,Sachse,88251ed6-f779-4d7c-8ff1-c2f1ecc9087c,8baa242e-3fe9-4b7a-9ed9-8038dd7b44cf
Palm Woods,Camden-on-Gauley,078d2d69-4da4-4790-8502-6f90490d968b,752b4551-83a8-4d1c-b123-df19996ea4b4
The Robe Hotel,Camden-on-Gauley,078d2d69-4da4-4790-8502-6f90490d968b,b697e560-cc3d-46ed-950b-ed467ad8a9e3
Hotel City Lake,Camden-on-Gauley,078d2d69-4da4-4790-8502-6f90490d968b,bcd4b999-be19-499b-8be8-005aff20280d
The Pink Sheet,Camden-on-Gauley,078d2d69-4da4-4790-8502-6f90490d968b,97ec90d6-1a59-4b0f-995b-bfa2b1f488d7
Carpe Diem,Camden-on-Gauley,078d2d69-4da4-4790-8502-6f90490d968b,8b9838b2-aaea-4f02-a681-4e9e92d8f80b
Palm Woods,Norris,82b6d3ef-7240-4108-b435-3daf43da3b22,7810f04e-bfbc-4326-b39a-6927e465f84c
The Robe Hotel,Norris,82b6d3ef-7240-4108-b435-3daf43da3b22,786763e9-75b1-4a63-959e-3583bec031c1
Hotel City Lake,Norris,82b6d3ef-7240-4108-b435-3daf43da3b22,11ca17d7-26b6-4182-8eed-98e9ec782cfa
The Pink Sheet,Norris,82b6d3ef-7240-4108-b435-3daf43da3b22,d7e8918b-8ab9-451a-8061-d9207f8f3484
Carpe Diem,Norris,82b6d3ef-7240-4108-b435-3daf43da3b22,05abc5fb-57b3-4c8f-8d53-78378f55a409
Palm Woods,Barnum,65ce894d-087f-4c76-832c-de856d7e88df,287f7e38-6719-43e5-81f9-2e634a149211
The Robe Hotel,Barnum,65ce894d-087f-4c76-832c-de856d7e88df,3a5246d7-71b6-4c90-8905-f67d7f049522
Hotel City Lake,Barnum,65ce894d-087f-4c76-832c-de856d7e88df,8b984f72-dace-4555-82d3-57712aeb0371
The Pink Sheet,Barnum,65ce894d-087f-4c76-832c-de856d7e88df,ffd4e7ee-1d61-4e83-a871-3902b4a8b2a8
Carpe Diem,Barnum,65ce894d-087f-4c76-832c-de856d7e88df,2c38ed6d-ccc0-47b4-bdcf-433f204213f2
Palm Woods,Crafton,6916f78f-a9a8-4090-bdf8-317e09a0735a,35687534-2e67-4d8f-b79b-24fa0db0e3a7
The Robe Hotel,Crafton,6916f78f-a9a8-4090-bdf8-317e09a0735a,504f16a8-7116-4ef9-af17-29af4626823e
Hotel City Lake,Crafton,6916f78f-a9a8-4090-bdf8-317e09a0735a,e4f94b6f-e5ee-4ede-83ff-5c21b167cdad
The Pink Sheet,Crafton,6916f78f-a9a8-4090-bdf8-317e09a0735a,21c7a618-d94f-4b58-8de3-0a561416b54b
Carpe Diem,Crafton,6916f78f-a9a8-4090-bdf8-317e09a0735a,ca678c4a-940f-4ad3-b042-6e2bce32543d
Palm Woods,Erhard,06319b2d-5409-4aa9-8caf-1b76abd6c4d1,69789600-41a4-4775-88ac-03ce4fdca5e6
The Robe Hotel,Erhard,06319b2d-5409-4aa9-8caf-1b76abd6c4d1,1fab85e6-f1d4-4e94-8d3f-a25e9ff0b0d3
Hotel City Lake,Erhard,06319b2d-5409-4aa9-8caf-1b76abd6c4d1,eeb345b7-bb00-42c5-bb6b-9c70d9a13e38
The Pink Sheet,Erhard,06319b2d-5409-4aa9-8caf-1b76abd6c4d1,bb8c0f78-267b-4efd-b235-22eea25ef9d6
Carpe Diem,Erhard,06319b2d-5409-4aa9-8caf-1b76abd6c4d1,f822fbd3-08f7-4f79-a2d0-acd8803b9f19
Palm Woods,Valinda,0b2040eb-d859-411b-970e-729bb866a944,3bc681ac-1b76-4d92-a42c-d7146bc8664c
The Robe Hotel,Valinda,0b2040eb-d859-411b-970e-729bb866a944,a7d7be74-f85d-4678-b5a0-312883c00278
Hotel City Lake,Valinda,0b2040eb-d859-411b-970e-729bb866a944,5065821c-cab2-4b89-a8ba-b000afb00efa
The Pink Sheet,Valinda,0b2040eb-d859-411b-970e-729bb866a944,316bfad3-3a35-4f70-9f02-baaa9dc9103f
Carpe Diem,Valinda,0b2040eb-d859-411b-970e-729bb866a944,89e154dc-409f-4898-83d3-374f1b20e2e0
Palm Woods,Blawnox,52fa32e9-c9cf-42e9-a9dc-0510613b6a37,c1e0f872-3509-4b60-81dd-b4a43f472b3e
The Robe Hotel,Blawnox,52fa32e9-c9cf-42e9-a9dc-0510613b6a37,2d94ffce-f118-49c3-8776-a47e49773387
Hotel City Lake,Blawnox,52fa32e9-c9cf-42e9-a9dc-0510613b6a37,16016c88-2056-4192-a2b0-f86802cbd42b
The Pink Sheet,Blawnox,52fa32e9-c9cf-42e9-a9dc-0510613b6a37,092038a3-8cac-42cc-91d7-13d634f4ab6f
Carpe Diem,Blawnox,52fa32e9-c9cf-42e9-a9dc-0510613b6a37,c4911ee8-6a2e-427d-be1f-9549960450e7
Palm Woods,Pigeon River,d2ff3dc5-b8c3-436c-8b96-00b001a53fa9,85d750af-31b0-4ea2-971d-a145a8cf3e4f
The Robe Hotel,Pigeon River,d2ff3dc5-b8c3-436c-8b96-00b001a53fa9,85d579de-6e7a-4fa4-b703-b4e6b6fdfeea
Hotel City Lake,Pigeon River,d2ff3dc5-b8c3-436c-8b96-00b001a53fa9,4209bbe0-3607-4ca1-babd-560e83f9951c
The Pink Sheet,Pigeon River,d2ff3dc5-b8c3-436c-8b96-00b001a53fa9,d4646f76-edf2-4e3d-bc8b-9a48bf22ab73
Carpe Diem,Pigeon River,d2ff3dc5-b8c3-436c-8b96-00b001a53fa9,210cd093-298b-464f-ac63-a7c80463b8da
Palm Woods,Poston,5a5bae9a-9cda-4acf-98a8-41bb1b0322d7,255b4766-a7ac-4e7c-9eb4-448db44ad412
The Robe Hotel,Poston,5a5bae9a-9cda-4acf-98a8-41bb1b0322d7,f98d5fcd-94c4-4a62-87f1-1be93dd343b6
Hotel City Lake,Poston,5a5bae9a-9cda-4acf-98a8-41bb1b0322d7,fb144c6a-ec8d-43e6-ac9a-d2ac2da70811
The Pink Sheet,Poston,5a5bae9a-9cda-4acf-98a8-41bb1b0322d7,c3a2777c-5e51-4bbc-b6ae-afb87457aa04
Carpe Diem,Poston,5a5bae9a-9cda-4acf-98a8-41bb1b0322d7,b51b5340-af4b-4bb3-9fca-96bd591bcbb7
Palm Woods,Edon,0f32dfb9-ac69-4c9f-a1ee-65d2ddd8dcb1,4017cac9-fa75-4e3b-86b4-2593fb497fd0
The Robe Hotel,Edon,0f32dfb9-ac69-4c9f-a1ee-65d2ddd8dcb1,740de914-1990-4d62-910d-f2fe503cbf44
Hotel City Lake,Edon,0f32dfb9-ac69-4c9f-a1ee-65d2ddd8dcb1,b9d0ddc8-49aa-4480-8104-623cbeee080d
The Pink Sheet,Edon,0f32dfb9-ac69-4c9f-a1ee-65d2ddd8dcb1,76926859-7800-449d-b0fe-b98553197038
Carpe Diem,Edon,0f32dfb9-ac69-4c9f-a1ee-65d2ddd8dcb1,52f239c3-ec8e-4364-aed9-1adc09b9fd42
Palm Woods,Cerro Gordo,02e42be2-bb18-4dec-9e40-e9739dde419c,bb88178a-5946-453f-9aa2-ceb4ad972617
The Robe Hotel,Cerro Gordo,02e42be2-bb18-4dec-9e40-e9739dde419c,c5860898-a1a1-4811-99e1-5478a628b4e1
Hotel City Lake,Cerro Gordo,02e42be2-bb18-4dec-9e40-e9739dde419c,085ddc52-d77a-47f7-89e4-70a0715100b4
The Pink Sheet,Cerro Gordo,02e42be2-bb18-4dec-9e40-e9739dde419c,f886a136-5f91-472a-8963-8dfbc655a1e0
Carpe Diem,Cerro Gordo,02e42be2-bb18-4dec-9e40-e9739dde419c,7c5c355a-6a62-4934-b591-d2f49ac5be12
Palm Woods,Ozan,18fcd0b8-4a56-48e9-bb57-cb1b7e2ced63,ce89e4a4-d22e-41ee-a0e9-25391aeb9dc9
The Robe Hotel,Ozan,18fcd0b8-4a56-48e9-bb57-cb1b7e2ced63,1b4f15a0-0c02-42d6-855e-61edaccb4b44
Hotel City Lake,Ozan,18fcd0b8-4a56-48e9-bb57-cb1b7e2ced63,92c8eb64-db9c-442c-9770-b75ca1246ae7
The Pink Sheet,Ozan,18fcd0b8-4a56-48e9-bb57-cb1b7e2ced63,1c319b4c-a570-4175-99ae-ceb58d139de7
Carpe Diem,Ozan,18fcd0b8-4a56-48e9-bb57-cb1b7e2ced63,2d4a997d-5e18-4ec8-b75c-b0c7b3c33c38
Palm Woods,Grasston,4e5e9b79-9be7-4058-a90e-98ef66906b34,3c730a75-56f2-4a62-a47e-f9e21e806f45
The Robe Hotel,Grasston,4e5e9b79-9be7-4058-a90e-98ef66906b34,5a90dac4-8ded-48a1-9ec8-cf8a7b9d425e
Hotel City Lake,Grasston,4e5e9b79-9be7-4058-a90e-98ef66906b34,038b15b1-26da-4269-bd95-fcd6c5f74520
The Pink Sheet,Grasston,4e5e9b79-9be7-4058-a90e-98ef66906b34,1f13e156-3643-49cc-9bcd-240077c655a2
Carpe Diem,Grasston,4e5e9b79-9be7-4058-a90e-98ef66906b34,13a277cc-0ce5-4bf5-b174-f69a7c02d335
Palm Woods,Point Lookout,3887f9c3-384e-4ccb-abc3-30b08e8b64cd,1bd77c82-ea71-46af-9efb-c6fefcbc5c9c
The Robe Hotel,Point Lookout,3887f9c3-384e-4ccb-abc3-30b08e8b64cd,20564a0e-72f6-4274-8654-841dff166d76
Hotel City Lake,Point Lookout,3887f9c3-384e-4ccb-abc3-30b08e8b64cd,03243b39-1690-44a1-8b91-42eea0f2c550
The Pink Sheet,Point Lookout,3887f9c3-384e-4ccb-abc3-30b08e8b64cd,0992cf9a-bc10-4cc6-a9a7-9fd4e1035d22
Carpe Diem,Point Lookout,3887f9c3-384e-4ccb-abc3-30b08e8b64cd,641500f7-809b-418e-9c43-b4a9d662f939
Palm Woods,Groveland,52eacdf7-06dd-4313-9e33-ab0983e9f0d6,2b5c6988-25d9-4bb8-a361-6e1871144781
The Robe Hotel,Groveland,52eacdf7-06dd-4313-9e33-ab0983e9f0d6,41d529d7-19f7-42d5-bab6-eeaeb43e3471
Hotel City Lake,Groveland,52eacdf7-06dd-4313-9e33-ab0983e9f0d6,d8711d17-34b9-47c9-a099-baae270e9a59
The Pink Sheet,Groveland,52eacdf7-06dd-4313-9e33-ab0983e9f0d6,480c2ea4-d3db-4582-a2cf-0e789dc5d812
Carpe Diem,Groveland,52eacdf7-06dd-4313-9e33-ab0983e9f0d6,127ac261-ae26-446a-b88d-6a855ef4dfc8
Palm Woods,Cape Pole,2e23746c-f9a1-46dc-a414-0a243a9b6302,2e4092e7-9514-4a11-92f4-958659102d8d
The Robe Hotel,Cape Pole,2e23746c-f9a1-46dc-a414-0a243a9b6302,c2b6055a-affe-4d0b-985c-b2e7ad6f08eb
Hotel City Lake,Cape Pole,2e23746c-f9a1-46dc-a414-0a243a9b6302,235bdf71-28c6-4ce9-b174-8bd9550e9cb4
The Pink Sheet,Cape Pole,2e23746c-f9a1-46dc-a414-0a243a9b6302,f4fcf0fa-532c-4959-994b-741c6aefc48b
Carpe Diem,Cape Pole,2e23746c-f9a1-46dc-a414-0a243a9b6302,11f9fa01-d089-49e6-b1af-5c7b292a4781
Palm Woods,Arden Hills,990a62b6-3823-46ff-9e9c-00619b9d5ad6,dfb7519d-a9dd-47f8-ba6f-3441307106a4
The Robe Hotel,Arden Hills,990a62b6-3823-46ff-9e9c-00619b9d5ad6,ef882eb7-e625-4d6a-be68-819f1bbe21eb
Hotel City Lake,Arden Hills,990a62b6-3823-46ff-9e9c-00619b9d5ad6,6eb291db-97a4-47bf-be5a-49db0d648925
The Pink Sheet,Arden Hills,990a62b6-3823-46ff-9e9c-00619b9d5ad6,13961af1-b277-4555-ad93-a1c7cdcaaad4
Carpe Diem,Arden Hills,990a62b6-3823-46ff-9e9c-00619b9d5ad6,feafdf45-3797-45cc-be3f-1367cff82122
Palm Woods,Freeville,72d6670a-4a4f-4be2-a722-89a4433acb49,4ef34471-d656-4926-a466-eaf4de12b0e0
The Robe Hotel,Freeville,72d6670a-4a4f-4be2-a722-89a4433acb49,1a0fe18e-043b-4fb8-bc0b-b95390a2b279
Hotel City Lake,Freeville,72d6670a-4a4f-4be2-a722-89a4433acb49,0584bae8-6920-47d3-b09a-35abf1db7f5d
The Pink Sheet,Freeville,72d6670a-4a4f-4be2-a722-89a4433acb49,e4e8cd28-e25f-4a57-9d0c-a752b39b5a89
Carpe Diem,Freeville,72d6670a-4a4f-4be2-a722-89a4433acb49,8b154e62-37f5-49e8-a18a-2d01d2e86068
Palm Woods,Vergennes,f7cbb539-da20-4b14-8abf-80385a36dd0d,4f07f693-2669-4f52-8b90-ded2263b6a66
The Robe Hotel,Vergennes,f7cbb539-da20-4b14-8abf-80385a36dd0d,9cc2fd17-edc7-4efa-b7a1-ac4894799b3d
Hotel City Lake,Vergennes,f7cbb539-da20-4b14-8abf-80385a36dd0d,9e9a06f3-80ab-4d57-9cea-12dcc3903adf
The Pink Sheet,Vergennes,f7cbb539-da20-4b14-8abf-80385a36dd0d,a3f53f47-1d5c-430d-94eb-557f94e996d5
Carpe Diem,Vergennes,f7cbb539-da20-4b14-8abf-80385a36dd0d,00dc2ea3-8bc2-4dd6-b089-9b2ee258b700
Palm Woods,Amenia,4de800c9-9e3a-4117-9a0f-de2324ab6332,db4a6935-23c6-408f-a915-a9a8bb532acd
The Robe Hotel,Amenia,4de800c9-9e3a-4117-9a0f-de2324ab6332,d856a397-de9c-4b0b-8f5a-78789bbab9dd
Hotel City Lake,Amenia,4de800c9-9e3a-4117-9a0f-de2324ab6332,b4cbb4fb-5a21-4c23-86af-cada3c0e2d55
The Pink Sheet,Amenia,4de800c9-9e3a-4117-9a0f-de2324ab6332,37b136f3-86ff-4009-b8a5-890133a94cf5
Carpe Diem,Amenia,4de800c9-9e3a-4117-9a0f-de2324ab6332,d01e39e0-0a55-4b2a-b091-b24ddc659e14
Palm Woods,Lee Bayou,07b2794e-c03a-478e-88f8-7a0d7f65f674,ecaf42c4-313d-4f1d-9b17-baecaedd2fe2
The Robe Hotel,Lee Bayou,07b2794e-c03a-478e-88f8-7a0d7f65f674,1fce0f8c-e761-4284-a715-12627e713239
Hotel City Lake,Lee Bayou,07b2794e-c03a-478e-88f8-7a0d7f65f674,2736ac09-e43b-404b-be24-134cd84731af
The Pink Sheet,Lee Bayou,07b2794e-c03a-478e-88f8-7a0d7f65f674,82050994-cc10-41b7-8806-4c767f1a0507
Carpe Diem,Lee Bayou,07b2794e-c03a-478e-88f8-7a0d7f65f674,78018bcc-0477-4f0c-9afe-beab2553c797
Palm Woods,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,8d52e25b-47ec-4dbd-9e5b-bbe5e6bbe9ec
The Robe Hotel,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,396f4fbb-c5df-42ab-b04a-ddee0e57990b
Hotel City Lake,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,b282358f-fbc5-4ca4-9223-a8720ca4fbe9
The Pink Sheet,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,2975aca5-484a-41e5-aedf-b3210cfacdd6
Carpe Diem,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,28a6b70a-b269-4f03-92b2-e53cc0c9ac9e
Palm Woods,Red River,bb4ff884-0d22-4ae0-a73c-5ce40d3fd838,76379a60-0f60-4eff-a7d0-2307435d456a
The Robe Hotel,Red River,bb4ff884-0d22-4ae0-a73c-5ce40d3fd838,5433fc8f-bf7d-4554-9bd0-27328e917a19
Hotel City Lake,Red River,bb4ff884-0d22-4ae0-a73c-5ce40d3fd838,e0a42959-e345-4704-ae8d-ef02ecd0930f
The Pink Sheet,Red River,bb4ff884-0d22-4ae0-a73c-5ce40d3fd838,7a22a10b-1f0e-46ab-b9e7-821b9f4e0ad7
Carpe Diem,Red River,bb4ff884-0d22-4ae0-a73c-5ce40d3fd838,33d6bade-614d-40e1-9bcb-785bd62e36f7
Palm Woods,Tenafly,7b1b2f80-e272-4927-b6ba-a797873cbd36,e48884b8-8825-4cd7-a8ae-02fd78ebf124
The Robe Hotel,Tenafly,7b1b2f80-e272-4927-b6ba-a797873cbd36,74b0a14d-120a-4008-860f-3bd253f476e9
Hotel City Lake,Tenafly,7b1b2f80-e272-4927-b6ba-a797873cbd36,8da6991a-8475-48a2-9b54-f72dab95e4f1
The Pink Sheet,Tenafly,7b1b2f80-e272-4927-b6ba-a797873cbd36,cc1cea17-53b4-4e0e-bb9e-71463e6aa53e
Carpe Diem,Tenafly,7b1b2f80-e272-4927-b6ba-a797873cbd36,ae95e75b-08fd-40f9-93b2-f6568bcda762
Palm Woods,Trail City,d928d29f-6b66-422d-9143-9be529187cc1,85b7148f-4bfa-467a-9edc-1205988fe2a4
The Robe Hotel,Trail City,d928d29f-6b66-422d-9143-9be529187cc1,9868eef5-dc98-4e90-9082-4712080e65a2
Hotel City Lake,Trail City,d928d29f-6b66-422d-9143-9be529187cc1,c536056b-a059-4ea6-b885-853d9b07cf48
The Pink Sheet,Trail City,d928d29f-6b66-422d-9143-9be529187cc1,b72c226a-9adc-4f18-bcf9-473f73549709
Carpe Diem,Trail City,d928d29f-6b66-422d-9143-9be529187cc1,682c0d64-a00f-4558-bf6c-ad4993d7cf43
Palm Woods,Power,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,a3bf8b82-5a05-4f6c-8a86-7f79690439fd
The Robe Hotel,Power,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,85101a69-0819-49f6-9ef8-6206bf606069
Hotel City Lake,Power,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,5084db9a-176b-433f-bbbf-e7bfc7b49c8c
The Pink Sheet,Power,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,0269f14c-a52a-42ad-a18c-12e1d6abeefd
Carpe Diem,Power,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,b2b6ef01-d3c8-4d82-addf-05151cb10f8c
Palm Woods,Saint Rose,c12ea1a6-567c-42a6-becd-7462742a4578,41810bd0-f005-43b2-b7bc-e7dd434ccbac
The Robe Hotel,Saint Rose,c12ea1a6-567c-42a6-becd-7462742a4578,b7c772af-1a0d-47c9-aec0-4ce9eb8193d7
Hotel City Lake,Saint Rose,c12ea1a6-567c-42a6-becd-7462742a4578,2100a4de-2254-4b56-a4e6-30a0c0325ac7
The Pink Sheet,Saint Rose,c12ea1a6-567c-42a6-becd-7462742a4578,f2dd521c-5a5a-46fd-9637-af4640a30da2
Carpe Diem,Saint Rose,c12ea1a6-567c-42a6-becd-7462742a4578,5e570218-9cac-4457-ab25-a46fe9ccae5d
Palm Woods,Esperance,66664cc7-e9d2-4eae-ac89-26437da8c194,7121276f-f978-4b6d-aabf-b591298b405d
The Robe Hotel,Esperance,66664cc7-e9d2-4eae-ac89-26437da8c194,9408d12c-ab61-4488-8c40-5cf6bb89d06e
Hotel City Lake,Esperance,66664cc7-e9d2-4eae-ac89-26437da8c194,8c91685c-1c59-46de-95a2-e4179c3e7c20
The Pink Sheet,Esperance,66664cc7-e9d2-4eae-ac89-26437da8c194,21fc8800-a110-422a-81b1-f34d7543f873
Carpe Diem,Esperance,66664cc7-e9d2-4eae-ac89-26437da8c194,9dc62c53-a8d5-4a3a-be0a-6c69d672ab7c
Palm Woods,Fairlawn,cb12c0f3-7bd8-4084-904f-261263fecfb5,6610d1af-3174-4588-8090-610897b208e7
The Robe Hotel,Fairlawn,cb12c0f3-7bd8-4084-904f-261263fecfb5,3828e6a0-1505-45fb-a69f-433e667d81df
Hotel City Lake,Fairlawn,cb12c0f3-7bd8-4084-904f-261263fecfb5,da43ce54-df8f-43f3-8ae1-b10b633cddc6
The Pink Sheet,Fairlawn,cb12c0f3-7bd8-4084-904f-261263fecfb5,67af6a40-edc9-4b62-bd3a-7e8bb7aec7d8
Carpe Diem,Fairlawn,cb12c0f3-7bd8-4084-904f-261263fecfb5,3e5c2546-5f06-4638-8bcd-839a19feeecb
Palm Woods,Sound Beach,a75bd59d-5b99-4ff5-a30c-3c81f29e8e76,4cae69b0-3e8e-4c2a-a84a-c86feedc5a9f
The Robe Hotel,Sound Beach,a75bd59d-5b99-4ff5-a30c-3c81f29e8e76,4d19d954-6848-4f42-b400-1d2baae279d4
Hotel City Lake,Sound Beach,a75bd59d-5b99-4ff5-a30c-3c81f29e8e76,303b7a82-6b46-4906-938c-d7caa019f9b8
The Pink Sheet,Sound Beach,a75bd59d-5b99-4ff5-a30c-3c81f29e8e76,e70aa7a4-a1a0-44fa-bdd5-bac687faef25
Carpe Diem,Sound Beach,a75bd59d-5b99-4ff5-a30c-3c81f29e8e76,8059aad4-3617-4e52-b566-2662936eebb4
Palm Woods,Shandon,37b655e9-c0db-4a6e-9ecf-21ef50aacd00,74b102b9-185f-4615-aa46-b30fce8bd3ab
The Robe Hotel,Shandon,37b655e9-c0db-4a6e-9ecf-21ef50aacd00,a07aa34b-b229-483a-8f27-55aa89894de5
Hotel City Lake,Shandon,37b655e9-c0db-4a6e-9ecf-21ef50aacd00,832a3970-1756-4874-9b56-b8c9c2a40a20
The Pink Sheet,Shandon,37b655e9-c0db-4a6e-9ecf-21ef50aacd00,9a1a5d1d-8e14-4416-ab73-8ba1bf53be32
Carpe Diem,Shandon,37b655e9-c0db-4a6e-9ecf-21ef50aacd00,9236b5a6-dc4e-4cf0-9bd9-9dbd4f20c36c
Palm Woods,Browns Lake,d31970fb-aa18-4367-9efe-6bec69907312,e2c9d6a5-cd7f-43fc-98ea-2c1322c51743
The Robe Hotel,Browns Lake,d31970fb-aa18-4367-9efe-6bec69907312,a3f8e014-33c7-4696-922e-ca13949c886d
Hotel City Lake,Browns Lake,d31970fb-aa18-4367-9efe-6bec69907312,d0fdceb0-e883-4786-bbf2-b6af4a06ab08
The Pink Sheet,Browns Lake,d31970fb-aa18-4367-9efe-6bec69907312,cae824ff-9d49-4f89-8941-5fc3b7706925
Carpe Diem,Browns Lake,d31970fb-aa18-4367-9efe-6bec69907312,3ff830ec-66f8-4a2a-adc5-e533c90c9000
Palm Woods,Boydsville,22c08068-c08a-4c19-b482-c22704ce4220,df1a1259-0ddf-4e3e-89b7-4b7a35a5e0d7
The Robe Hotel,Boydsville,22c08068-c08a-4c19-b482-c22704ce4220,6e63edaf-90ab-475e-ab29-89f19505f5d6
Hotel City Lake,Boydsville,22c08068-c08a-4c19-b482-c22704ce4220,d72af113-d17a-43bb-8ed2-bcd0313de499
The Pink Sheet,Boydsville,22c08068-c08a-4c19-b482-c22704ce4220,7bcfc722-25f3-40b2-9887-d33de2164fea
Carpe Diem,Boydsville,22c08068-c08a-4c19-b482-c22704ce4220,30899831-eb58-4e7f-80bc-3f69f1f73d80
Palm Woods,Elmwood,60805a64-cf70-4efd-b44a-6be07553f92c,79e3b85f-e8ad-4d2a-a721-841c49a6145f
The Robe Hotel,Elmwood,60805a64-cf70-4efd-b44a-6be07553f92c,09dbef63-4c02-4996-8107-9ea1535b556c
Hotel City Lake,Elmwood,60805a64-cf70-4efd-b44a-6be07553f92c,eaa23261-c3f9-4de0-9749-4de8c9051654
